,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
7161,7203,Text,2005-01-01,Götzen-Dämmerung,de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Philosophy, German",B,DE Sachbuch
7162,7204,Text,2005-01-01,Jenseits von Gut und Böse,de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Ethics; Philosophy, German",B,Atheism; DE Sachbuch
7163,7205,Text,2005-01-01,Also sprach Zarathustra: Ein Buch für Alle und Keinen,de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Superman (Philosophical concept); Philosophy, German",B,Philosophy; DE Sachbuch
7164,7206,Text,2005-01-01,Die Geburt der Tragödie: Versuch einer Selbstkritik,de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Aesthetics; Music -- Philosophy and aesthetics; Tragedy; Philosophy, German; Greek drama (Tragedy) -- History and criticism -- Theory, etc.; Mythology, Greek, in literature; Tragic, The",B,Philosophy; DE Sachbuch
7165,7207,Text,2005-01-01,"Menschliches, Allzumenschliches: Ein Buch Fuer Freie Geister",de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Human beings; Philosophy, German",B,DE Sachbuch
7183,7225,Text,2005-01-01,"Die Irrungen, oder die Doppelten Zwillinge",de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Comedies; Shipwreck victims -- Drama; Mistaken identity -- Drama; Brothers -- Drama; Greece -- Drama; Twins -- Drama,PR,DE Drama
7184,7226,Text,2005-01-01,Timon von Athen,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Tragedies; Timon of Athens (Legendary character) -- Drama; Athens (Greece) -- Drama,PR,DE Drama
7190,7232,Text,2005-01-01,Romeo und Juliette,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Vendetta -- Drama; Youth -- Drama; Verona (Italy) -- Drama; Juliet (Fictitious character) -- Drama; Romeo (Fictitious character) -- Drama; Conflict of generations -- Drama,PR,DE Drama
7191,7233,Text,2005-01-01,"Maaß für Maaß
Wie einer mißt, so wird ihm wieder gemessen",de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Comedies; Siblings -- Drama; Chastity -- Drama; Vienna (Austria) -- Drama,PR,DE Drama
7194,7236,Text,2005-01-01,"Der Sturm, oder Die bezauberte Insel",de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Shipwreck victims -- Drama; Fathers and daughters -- Drama; Magicians -- Drama; Political refugees -- Drama; Islands -- Drama; Spirits -- Drama; Tragicomedy,PR,DE Drama
7198,7240,Text,2005-01-01,Das Leben und der Tod des Königs Lear,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]","Tragedies; Fathers and daughters -- Drama; Inheritance and succession -- Drama; Lear, King (Legendary character) -- Drama; Britons -- Drama; Kings and rulers -- Drama; Aging parents -- Drama",PR,Best Books Ever Listings; DE Drama
7222,7264,Text,2005-01-01,Ein St.-Johannis-Nachts-Traum,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Comedies; Courtship -- Drama; Athens (Greece) -- Drama; Fairy plays,PR,DE Drama
7227,7269,Text,2005-01-01,Macbeth,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]","Tragedies; Regicides -- Drama; Macbeth, King of Scotland, active 11th century -- Drama; Scotland -- Kings and rulers -- Drama",PR,DE Drama
7234,7276,Text,2005-01-01,"Hamlet, Prinz von Dännemark",de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Tragedies; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Fathers -- Death -- Drama; Revenge -- Drama; Princes -- Drama; Denmark -- Drama,PR,Best Books Ever Listings; DE Drama
7250,7292,Text,2005-01-01,Leben und Tod des Königs Johann,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]","John, King of England, 1167-1216 -- Drama; Historical drama; Great Britain -- History -- John, 1199-1216 -- Drama",PR,DE Drama
7281,7323,Text,2005-01-01,Leben und Tod Königs Richard des zweyten,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]","Richard II, King of England, 1367-1400 -- Drama; Historical drama; Great Britain -- History -- Richard II, 1377-1399 -- Drama",PR,DE Drama
7458,7500,Text,2005-02-01,Heidis Lehr- und Wanderjahre,de,"Spyri, Johanna, 1827-1901",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PT; PZ,Children's Literature; DE Kinderbuch
7461,7503,Text,2005-02-01,Mozart auf der Reise nach Prag,de,"Mörike, Eduard, 1804-1875","Musical fiction; Mozart, Wolfgang Amadeus, 1756-1791 -- Fiction",PT,DE Prosa
7469,7511,Text,2005-02-01,Heidis Lehr- und Wanderjahre,de,"Spyri, Johanna, 1827-1901",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PT,Children's Literature; DE Kinderbuch
7470,7512,Text,2005-02-01,"Heidi kann brauchen, was es gelernt hat",de,"Spyri, Johanna, 1827-1901",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PT; PZ,Children's Literature; DE Kinderbuch
7767,7810,Text,2005-04-01,"Schatzkästlein des rheinischen Hausfreundes
Eine Auswahl aus verschiedenen Quellen",de,"Hebel, Johann Peter, 1760-1826 [Compiler]",Tales -- Germany,PT,DE Prosa
7815,7858,Text,2005-04-01,L'Arrabbiata,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
7816,7859,Text,2005-04-01,Der Diamant des Geisterkönigs,de,"Raimund, Ferdinand, 1790-1836",Comedies,PT,DE Drama
7817,7860,Text,2005-04-01,"Die unheilbringende Krone
(oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend)",de,"Raimund, Ferdinand, 1790-1836",Drama,PT,DE Drama
7818,7861,Text,2005-04-01,Moisasurs Zauberfluch,de,"Raimund, Ferdinand, 1790-1836",Comedies,PT,DE Drama
7832,7875,Text,2005-04-01,Römische Elegien,de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 18th century,PT,Erotic Fiction; DE Lyrik
7845,7888,Text,2005-04-01,Wie Wiselis Weg gefunden wird Erzählung,de,"Spyri, Johanna, 1827-1901",Mountain life -- Juvenile fiction; Switzerland -- Fiction,PT,Children's Literature; DE Kinderbuch
7890,7933,Text,2005-04-01,König Heinrich der vierte. Der Erste Theil,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]","Henry IV, King of England, 1367-1413 -- Drama; Great Britain -- History -- Henry IV, 1399-1413 -- Drama",PR,DE Drama
7891,7934,Text,2005-04-01,"König Heinrich der vierte. Der Zweyte Theil, der seinen Tod, und die Crönung von Heinrich dem fünften enthält.",de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]","Henry IV, King of England, 1367-1413 -- Drama; Great Britain -- History -- Henry IV, 1399-1413 -- Drama",PR,DE Drama
7896,7939,Text,2005-04-01,Die Huldigung der Künste,de,"Schiller, Friedrich, 1759-1805",Drama; German poetry -- 18th century,PT,DE Drama
7900,7943,Text,2005-04-01,Die Argonauten,de,"Grillparzer, Franz, 1791-1872","Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama; Argonauts (Greek mythology) -- Drama",PT,DE Drama
7901,7944,Text,2005-04-01,Der Gastfreund,de,"Grillparzer, Franz, 1791-1872","Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama; Argonauts (Greek mythology) -- Drama",PT,DE Drama
7902,7945,Text,2005-04-01,Medea,de,"Grillparzer, Franz, 1791-1872","Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama; Argonauts (Greek mythology) -- Drama",PT,DE Drama
7903,7946,Text,2005-04-01,Das goldene Vließ,de,"Grillparzer, Franz, 1791-1872","Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama; Argonauts (Greek mythology) -- Drama",PT,DE Drama
7942,7985,Text,2005-04-01,Zur freundlichen Erinnerung,de,"Graf, Oskar Maria, 1894-1967","Short stories; Germany -- Social life and customs -- 20th century -- Fiction; Bayern (Bavaria, Germany : Province) -- Fiction",PT,DE Prosa
7953,7996,Text,2005-04-01,Der Traum ein Leben,de,"Grillparzer, Franz, 1791-1872",Drama,PT,DE Drama
8042,8085,Text,2005-05-01,Die Göttliche Komödie,de,"Dante Alighieri, 1265-1321",Italian poetry -- To 1400,PQ,DE Lyrik
8083,8126,Text,2005-05-01,Der Nachsommer,de,"Stifter, Adalbert, 1805-1868",Bildungsromans; Vienna (Austria) -- Fiction,PT,DE Prosa
8255,8298,Text,2005-06-01,Komik und Humor: Eine Psychologische-Ästhetische Untersuchung,de,"Lipps, Theodor, 1851-1914","Psychology, Applied; Comic, The; Wit and humor -- History and criticism",BF; PN,DE Sachbuch
8332,8375,Text,2005-06-01,Der Streit über die Tragödie,de,"Lipps, Theodor, 1851-1914","Psychology, Applied; Tragedy",BF; PN,DE Sachbuch
8349,8392,Text,2005-06-01,Hin und Her: Ein Buch für die Kinder,de,"Fick, Henry H., 1849-1935",Children's literature; German language -- Readers,PF; PZ,DE Kinderbuch
8525,8568,Text,2005-07-01,Des Meeres und der Liebe Wellen: Trauerspiel in fünf Aufzügen,de,"Grillparzer, Franz, 1791-1872",Leander (Greek mythology) -- Drama; Hero (Greek mythology) -- Drama,PT,DE Drama
8760,8803,Text,2005-09-01,Große und kleine Welt,de,"Balzac, Honoré de, 1799-1850",Short stories; France -- Fiction,PQ,DE Prosa
8846,8889,Text,2005-09-01,Aquis Submersus,de,"Storm, Theodor, 1817-1888",Prussia (Germany) -- History -- 1640-1740 -- Fiction,PT,DE Prosa
8852,8895,Text,2005-09-01,Auf der Universität Lore,de,"Storm, Theodor, 1817-1888","Love stories; Germany, Northern -- Fiction",PT,DE Prosa
8872,8915,Text,2005-09-01,Hinzelmeier: eine nachdenkliche Geschichte,de,"Storm, Theodor, 1817-1888","Germany, Northern -- Juvenile fiction",PT; PZ,DE Kinderbuch
8873,8916,Text,2005-09-01,Bulemanns Haus,de,"Storm, Theodor, 1817-1888","Germany, Northern -- Fiction",PT,DE Prosa
8874,8917,Text,2005-09-01,"Von Kindern und Katzen, und wie sie die Nine begruben",de,"Storm, Theodor, 1817-1888","Pets -- Juvenile fiction; Germany, Northern -- Juvenile fiction",PT; PZ,DE Kinderbuch
8876,8919,Text,2005-09-01,"Pole Poppenspäler: Novelle
(1874)",de,"Storm, Theodor, 1817-1888","Germany, Northern -- Juvenile fiction",PT; PZ,DE Kinderbuch
8878,8921,Text,2005-09-01,Waldwinkel,de,"Storm, Theodor, 1817-1888","Germany, Northern -- Fiction",PT,DE Prosa
8879,8922,Text,2005-09-01,Viola Tricolor,de,"Storm, Theodor, 1817-1888","Germany, Northern -- Fiction",PT,DE Prosa
8880,8923,Text,2005-09-01,Die Regentrude,de,"Storm, Theodor, 1817-1888",Children's stories; Fairy tales -- Germany,PT; PZ,DE Kinderbuch
8882,8925,Text,2005-09-01,Der Spiegel des Cyprianus,de,"Storm, Theodor, 1817-1888","Germany, Northern -- Fiction",PT,DE Prosa
8883,8926,Text,2005-09-01,"In St. Jürgen: Novelle
(1867)",de,"Storm, Theodor, 1817-1888","Germany, Northern -- Fiction",PT,DE Prosa
8884,8927,Text,2005-09-01,Auf dem Staatshof,de,"Storm, Theodor, 1817-1888","Love stories; Germany, Northern -- Fiction",PT,DE Prosa
8918,8961,Text,2005-09-01,Der arme Spielmann,de,"Grillparzer, Franz, 1791-1872",Austria -- Fiction,PT,DE Prosa
8921,8964,Text,2005-09-01,Ein Bruderzwist in Habsburg,de,"Grillparzer, Franz, 1791-1872","Holy Roman Empire -- History -- Rudolf II, 1576-1612 -- Drama; Holy Roman Empire -- History -- Matthias, 1612-1619 -- Drama",PT,DE Drama
8956,8999,Text,2005-09-01,Das Kloster bei Sendomir,de,"Grillparzer, Franz, 1791-1872",Poland -- Fiction,PT,DE Prosa
9001,9044,Text,2005-10-01,"Weh dem, der lügt
Lustspiel in fünf Aufzügen",de,"Grillparzer, Franz, 1791-1872",Comedies,PT,DE Drama
9002,9045,Text,2005-10-01,"Die Jüdin von Toledo
Historisches Trauerspiel in fünf Aufzügen",de,"Grillparzer, Franz, 1791-1872","Man-woman relationships -- Drama; Alfonso VIII, King of Castile, 1155-1214 -- Drama; Jews -- Spain -- Castile -- Drama; Kings and rulers -- Drama",PT,DE Drama
9003,9046,Text,2005-10-01,"König Ottokars Glück und Ende
Trauerspiel in fünf Aufzügen",de,"Grillparzer, Franz, 1791-1872","Bohemia (Czech Republic) -- Drama; Ottokar II, King of Bohemia, 1230?-1278 -- Drama",PT,DE Drama
9006,9049,Text,2005-10-01,"Libussa
Trauerspiel in fünf Aufzügen",de,"Grillparzer, Franz, 1791-1872",Drama,PT,DE Drama
9015,9058,Text,2005-10-01,Ein treuer Diener seines Herrn,de,"Grillparzer, Franz, 1791-1872",Hungary -- Drama,PT,DE Drama
9016,9059,Text,2005-10-01,Andrea Delfin: Eine venezianische Novelle,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
9019,9062,Text,2005-10-01,Sappho,de,"Grillparzer, Franz, 1791-1872",Sappho -- Drama; Tragedies,PT,DE Drama
9021,9064,Text,2005-10-01,Gedichte,de,"Heyse, Paul, 1830-1914",German poetry -- 19th century,PT,DE Lyrik
9022,9065,Text,2005-10-01,Beatrice,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
9023,9066,Text,2005-10-01,Der letzte Zentaur,de,"Heyse, Paul, 1830-1914",Munich (Germany) -- Fiction,PT,DE Prosa
9040,9083,Text,2005-10-01,Die Einsamen,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
9041,9084,Text,2005-10-01,Ein Ring,de,"Heyse, Paul, 1830-1914",Jewish men -- Fiction,PT,DE Prosa
9042,9085,Text,2005-10-01,Das Mädchen von Treppi,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
9043,9086,Text,2005-10-01,Die Witwe von Pisa,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
9056,9099,Text,2005-10-01,Der Weinhüter,de,"Heyse, Paul, 1830-1914",Italy -- Fiction,PT,DE Prosa
9065,9108,Text,2005-10-01,Emilia Galotti,de,"Lessing, Gotthold Ephraim, 1729-1781",Tragedies; German drama,PT,DE Drama
9067,9110,Text,2005-10-01,"Die Juden
Ein Lustspiel in einem Aufzuge verfertiget im Jahre 1749.",de,"Lessing, Gotthold Ephraim, 1729-1781",Comedies,PT,One Act Plays; DE Drama
9086,9157,Text,2005-10-01,Miss Sara Sampson,de,"Lessing, Gotthold Ephraim, 1729-1781",Drama,PT,DE Drama
9087,9158,Text,2005-10-01,Fabeln und Erzählungen,de,"Lessing, Gotthold Ephraim, 1729-1781",Fables,PT,DE Kinderbuch
9088,9159,Text,2005-10-01,Philotas,de,"Lessing, Gotthold Ephraim, 1729-1781",Drama,PT,DE Drama
9089,9160,Text,2005-10-01,Die Erziehung des Menschengeschlechts,de,"Lessing, Gotthold Ephraim, 1729-1781",Education -- Early works to 1800,BD; L,DE Sachbuch
9107,9178,Text,2005-10-01,Japanischer Frühling: Nachdichtungen Japanischer Lyrik,de,"Bethge, Hans, 1876-1946",Japanese poetry -- Translations into German,PL,DE Lyrik
9110,9181,Text,2005-10-01,Die Ahnfrau,de,"Grillparzer, Franz, 1791-1872",Bohemia (Czech Republic) -- Drama,PT,DE Drama
9115,9186,Text,2005-10-01,"Nathan der Weise: Ein Dramatisches Gedicht, in fünf Aufzügen",de,"Lessing, Gotthold Ephraim, 1729-1781",Drama,PT,DE Drama
9116,9187,Text,2005-10-01,Minna von Barnhelm,de,"Lessing, Gotthold Ephraim, 1729-1781",Comedies,PT,Harvard Classics; DE Drama
9129,9200,Text,2005-10-01,"Klein Zaches, genannt Zinnober: Ein Märchen",de,"Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822",Fantasy fiction; Fairy tales -- Germany,PT,DE Prosa; DE Kinderbuch
9189,9260,Text,2005-11-01,"Prometheus
Dramatisches Fragment",de,"Goethe, Johann Wolfgang von, 1749-1832",Drama,PT,DE Drama
9254,9325,Text,2005-11-01,Der Freigeist,de,"Lessing, Gotthold Ephraim, 1729-1781",Comedies,PT,DE Drama
9255,9326,Text,2005-11-01,Gespräche für Freimaurer,de,"Lessing, Gotthold Ephraim, 1729-1781",Freemasonry,BD,DE Sachbuch
9256,9327,Text,2005-11-01,Die zärtlichen Schwestern,de,"Gellert, Christian Fürchtegott, 1715-1769",Comedies,PT,DE Drama
9264,9335,Text,2005-11-01,Fabeln und Erzählungen,de,"Gellert, Christian Fürchtegott, 1715-1769",German poetry -- 18th century; Fables,PT,DE Lyrik
9298,9369,Text,2005-11-01,Der junge Gelehrte: Ein Lustspiel in drei Aufzügen,de,"Lessing, Gotthold Ephraim, 1729-1781",Comedies,PT,DE Drama
9304,9375,Text,2005-11-01,Ausgewählte Fabeln,de,"Lessing, Gotthold Ephraim, 1729-1781",Fables,PT,DE Kinderbuch
9420,9491,Text,2005-12-01,Candida: Ein Mysterium in drei Akten,de,"Shaw, Bernard, 1856-1950; Trebitsch, Siegfried, 1869-1956 [Translator]",Marriage -- Drama; Man-woman relationships -- Drama,PR,DE Drama
9423,9494,Text,2005-12-01,Der Schuß von der Kanzel,de,"Meyer, Conrad Ferdinand, 1825-1898",Switzerland -- Fiction,PT,DE Prosa
9424,9495,Text,2005-12-01,Die Hochzeit des Mönchs,de,"Meyer, Conrad Ferdinand, 1825-1898","Alighieri, Dante, 1265-1321 -- Fiction; Italy -- History -- 476-1492 -- Fiction",PT,DE Prosa
9425,9496,Text,2005-12-01,Das Leiden eines Knaben,de,"Meyer, Conrad Ferdinand, 1825-1898","France -- Fiction; Louis XIV, King of France, 1638-1715 -- Fiction",PT,DE Prosa
9552,9623,Text,2006-01-01,Wir fanden einen Pfad: Neue Gedichte,de,"Morgenstern, Christian, 1871-1914",German poetry -- 20th century,PT,DE Lyrik
9561,9632,Text,2006-01-01,Die Richterin,de,"Meyer, Conrad Ferdinand, 1825-1898","Switzerland -- Fiction; Charlemagne, Emperor, 742-814 -- Fiction",PT,DE Prosa
9731,9802,Text,2006-02-01,Der Mann des Schicksals: Komödie in einem Akt,de,"Shaw, Bernard, 1856-1950; Trebitsch, Siegfried, 1869-1956 [Translator]","Napoleon I, Emperor of the French, 1769-1821 -- Drama; Italy -- Drama",PR,DE Drama
9739,9810,Text,2006-02-01,Man kann nie wissen: Komödie in vier Akten,de,"Shaw, Bernard, 1856-1950; Trebitsch, Siegfried, 1869-1956 [Translator]",Comedies; England -- Drama; Runaway husbands -- Drama; Wives -- Drama; Fathers -- Drama; Children -- Drama,PR,DE Drama
9788,9859,Text,2006-02-01,"Vom This, der doch etwas wird
Erzählung",de,"Spyri, Johanna, 1827-1901",Mountain life -- Juvenile fiction; Switzerland -- Juvenile fiction,PT; PZ,Children's Literature; DE Kinderbuch
9789,9860,Text,2006-02-01,Moni der Geißbub,de,"Spyri, Johanna, 1827-1901",Mountain life -- Juvenile fiction; Switzerland -- Juvenile fiction; Goat farmers -- Juvenile fiction,PT; PZ,Children's Literature; DE Kinderbuch
9790,9861,Text,2006-02-01,"Was die Großmutter gelehrt hat
Erzählung",de,"Spyri, Johanna, 1827-1901",Mountain life -- Juvenile fiction; Switzerland -- Juvenile fiction,PT; PZ,Children's Literature; DE Kinderbuch
9804,9875,Text,2006-02-01,Julius Caesar,de,"Shakespeare, William, 1564-1616; Schlegel, August Wilhelm von, 1767-1845 [Translator]","Tragedies; Conspiracies -- Drama; Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama; Caesar, Julius -- Assassination -- Drama; Assassins -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama",PR,DE Drama
9879,9950,Text,2006-02-01,Abhandlungen über die Fabel,de,"Lessing, Gotthold Ephraim, 1729-1781",Literature -- Criticism and interpretation; Aesthetics; Fables,PN,DE Sachbuch
9906,9977,Text,2006-02-01,Berlin — Panorama einer Weltstadt,de,"Gutzkow, Karl, 1811-1878",Germany -- Description and travel,DD,German Language Books; Germany; DE Sachbuch
9984,10055,Text,2003-11-01,Hamburgische Dramaturgie,de,"Lessing, Gotthold Ephraim, 1729-1781","Aristotle, 384 BC-322 BC. Poetics; Drama -- Technique",PN,DE Drama
10152,10223,Text,2003-11-01,Meyers Konversationslexikon Band 15,de,Various,Encyclopedias and dictionaries,AE,DE Sachbuch
10185,10256,Sound,2003-11-01,"O, Tannenbaum",de,Nebe-Quartett,"Christmas music; Carols, German",M,Christmas
10200,10271,Sound,2003-11-01,"Höchstes Vertrauen
(aus Lohengrin)",de,"Wagner, Richard, 1813-1883 [Composer]; Knote, Heinrich, 1870-1953 [Performer]",Operas -- Excerpts,M,Opera
10282,10353,Text,2003-12-01,Satyros oder Der vergötterte Waldteufel,de,"Goethe, Johann Wolfgang von, 1749-1832",Drama,PT,DE Drama
10283,10354,Text,2003-12-01,"Die Laune des Verliebten
Ein Schäferspiel in Versen und einem Akt",de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 18th century; Pastoral poetry,PT,DE Drama
10354,10425,Text,2003-12-01,"Torquato Tasso
Ein Schauspiel",de,"Goethe, Johann Wolfgang von, 1749-1832","Tasso, Torquato, 1544-1595 -- Drama",PT,DE Drama
10355,10426,Text,2003-12-01,Die natürliche Tochter,de,"Goethe, Johann Wolfgang von, 1749-1832",Drama,PT,DE Drama
