,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
48053,48127,Text,2015-02-01,"Deutsche Jugend in schwerer Zeit: Erzählung für die Jugend
Dritte Auflage",de,"Siebe, Josephine, 1870-1941; Liebermann, Ernst, 1869- [Illustrator]","Historical fiction; Napoleonic Wars, 1800-1815 -- Campaigns -- Germany (East) -- Juvenile fiction; Leipzig, Battle of, Leipzig, Germany, 1813 -- Juvenile fiction",PZ,
48066,48140,Text,2015-02-02,"Mein Besuch Amerika's im Sommer 1824
Ein Flug durch die Vereinstaaten Maryland, Pensylvanien, New-York zum Niagarafall, und durch die Staaten Ohio, Indiana, Kentuky und Virginien zurück",de,"Suchard, Philippe, 1797-1884",United States -- Description and travel,E151,
48074,48148,Text,2015-02-03,"Der Dichter Lenz und Friedericke von Sesenheim
Aus Briefen und gleichzeitigen Quellen; nebst Gedichten und Anderm von Lenz und Göthe",de,"Goethe, Johann Wolfgang von, 1749-1832; Lenz, Jakob Michael Reinhold, 1751-1792; Macpherson, James, 1736-1796; Stöber, August, 1808-1884 [Editor]","Macpherson, James, 1736-1796 -- Appreciation -- Germany; Lenz, Jakob Michael Reinhold, 1751-1792; Brion, Friederike-Elisabeth, 1752-1813",PT,
48084,48158,Text,2015-02-04,Die Bibliothek meines Oheims: Eine Genfer Novelle,de,"Töpffer, Rodolphe, 1799-1846",Fiction,PQ,
48118,48192,Text,2015-02-07,"Gräfin Elisa von Ahlefeldt, die Gattin Adolphs von Lützow, die Freundin Karl Immermann's",de,"Assing, Ludmilla, 1821-1880","Ahlefeldt, Elise von, 1788-1855",CT,
48131,48205,Text,2015-02-08,Im Land des Lichts: Ein Streifzug durch Kabylie und Wüste,de,"Wolf, Thea, 1896-",Algeria -- Description and travel,DT,
48136,48210,Text,2015-02-09,Aus des Angelus Silesius Cherubinischem Wandersmann,de,"Angelus Silesius, 1624-1677","Mysticism -- Germany -- History -- 17th century; German poetry -- Early modern, 1500-1700",PT,
48137,48211,Text,2015-02-09,Kunst und Künstler Almanach 1909,de,Various,German literature -- Periodicals,PT,
48160,48234,Text,2015-02-11,Der Damen-Reitsport,de,"Schoenbeck, Richard, 1840-1919",Horsemanship; Sidesaddle riding; Women in horse sports,SF,
48169,48243,Text,2015-02-12,Oesterreich's Betheiligung am Welthandel: Betrachtungen und Vorschläge,de,"Revoltella, Pasquale, 1799-1869",Austria -- Commerce; Merchant marine -- Austria,HF,
48179,48253,Text,2015-02-14,"Emma und Bertha oder die Zwillingsschwestern
Eine unterhaltende Erzählung für die Jugend",de,"Reinhold, Caroline, 1778-1849",Twins -- Juvenile fiction; Sisters -- Juvenile fiction,PZ,
48182,48256,Text,2015-02-15,Spitzen und ihre Charakteristik,de,"Jurie, Bertha von",Lace and lace making,TT,
48188,48262,Text,2015-02-15,Heloise : ein kleiner Roman,de,"Woltmann, Karoline von, 1782-1847; Woltmann, Karl Ludwig von, 1770-1817 [Editor]",Love -- Fiction,PT,
48213,48287,Text,2015-02-17,In der Mondnacht: Märchen,de,"Wachenhusen, Hans, 1823-1898",Fairy tales,PT,
48238,48312,Text,2015-02-19,"Die Grundlagen der Arithmetik
Eine logische mathematische Untersuchung über den Begriff der Zahl",de,"Frege, Gottlob, 1848-1925",Number concept; Arithmetic -- Foundations,QA,
48248,48322,Text,2015-02-20,Carl Scharnhorst. Abenteuer eines deutschen Knaben in Amerika.,de,"Armand, 1806-1889; Hengst, August [Illustrator]",Frontier and pioneer life -- United States -- Fiction,PT,
48266,48340,Text,2015-02-22,Reden an die deutsche Nation,de,"Fichte, Johann Gottlieb, 1762-1814","National characteristics, German; Germany -- Politics and government -- 1806-1815; Education and state -- Germany",DD,
48271,48345,Text,2015-02-23,"Die Reden Gotamo Buddhos. Mittlere Sammlung, erster Band",de,"Neumann, Karl Eugen, 1865-1915 [Translator]",Buddhism,BQ,
48300,48374,Text,2015-02-27,"Meine Reise nach Siam 1888-1889.
Aufzeichnungen des k. und k. Legationsrathes Dr. J. Camille Samson",de,"Gsiller, Carl von [Annotator]; Samson, James Camille, 1856-1896; Fischer, Ludwig Hans, 1848-1915 [Illustrator]",Thailand -- Description and travel,DS,
48351,48425,Text,2015-03-07,"Deutsche Humoristen, 3. Band (von 8)",de,"Böhlau, Helene, 1859-1940; Eyth, Max, 1836-1906; Hoffmann, Hans, 1848-1909; Schmidt, Otto Ernst, 1862-1926",German wit and humor,PT,
48376,48450,Text,2015-03-10,"Das Mikroskop und seine Anwendung
Ein Leitfaden bei mikroskopischen Untersuchungen",de,"Hager, Hermann, 1816-1897",Microscopy,QH,
48390,48464,Text,2015-03-12,Das Stuttgarter Hutzelmännlein,de,"Mörike, Eduard, 1804-1875; Sallwürk, Edmund von, 1874-1942 [Editor]",Fairy tales,PT,
48402,48476,Text,2015-03-12,Die Hexenrichter von Würzburg: Historische Novelle,de,"Seeburg, Franz von, 1836-1894","Germany -- Fiction; Witches -- Fiction; Spee, Friedrich von, 1591-1635 -- Fiction; Paranormal fiction, German",PT,
48414,48488,Text,2015-03-14,Reise durch den Stillen Ozean,de,"Buchner, Max, 1846-1921","Voyages around the world; Oceania -- Description and travel; Buchner, Max, 1846-1921 -- Travel; Pacific Area -- Description and travel; North Island (N.Z.) -- Description and travel",G,
48428,48502,Text,2015-03-16,Der Held von Uganda: Leben und Wirken des Pioniermissionars Alexander Mackay,de,"Schneider, Carl","Missionaries -- Biography; Mackay, A. M. (Alexander Murdoch), 1849-1890; Missions -- Uganda",BV,
48453,48527,Text,2015-03-19,Der Doppelgänger,de,"Dostoyevsky, Fyodor, 1821-1881; Röhl, Hermann, 1851-1923 [Translator]",Psychological fiction; Saint Petersburg (Russia) -- Fiction; Doppelgängers -- Fiction,PG,
48467,48541,Text,2015-03-21,Robinson in Australien: Ein Lehr- und Lesebuch für gute Kinder,de,"Schoppe, Amalie, 1791-1858","Voyages, Imaginary",DU,
48469,48543,Text,2015-03-21,"Briefe, die ihn nicht erreichten",de,"Heyking, Elisabeth von, 1861-1925",Epistolary fiction,PT,
48483,48557,Text,2015-03-22,Meine Lebens-Erinnerungen - Band 1,de,"Oehlenschläger, Adam, 1779-1850","Authors, Danish -- 19th century -- Biography; Oehlenschläger, Adam, 1779-1850",PT,
48484,48558,Text,2015-03-22,Meine Lebens-Erinnerungen - Band 2,de,"Oehlenschläger, Adam, 1779-1850","Authors, Danish -- 19th century -- Biography; Oehlenschläger, Adam, 1779-1850",PT,
48485,48559,Text,2015-03-22,Meine Lebens-Erinnerungen - Band 3,de,"Oehlenschläger, Adam, 1779-1850","Authors, Danish -- 19th century -- Biography; Oehlenschläger, Adam, 1779-1850",PT,
48493,48567,Text,2015-03-23,"Vertheidigung des Herrn Wieland gegen die Wolken, von dem Verfasser der Wolken
Deutsche Litteraturdenkmale des 18. und 19. Jahrhunderts, No. 121, Dritte Folge No. 1",de,"Lenz, Jakob Michael Reinhold, 1751-1792; Schmidt, Erich, 1853-1913 [Editor]","Wieland, Christoph Martin, 1733-1813",PT,
48495,48569,Text,2015-03-23,Meine Lebens-Erinnerungen - Band 4,de,"Oehlenschläger, Adam, 1779-1850","Authors, Danish -- 19th century -- Biography; Oehlenschläger, Adam, 1779-1850",PT,
48496,48570,Text,2015-03-24,Wasserjungfern: Geschichten von Sommerboten und Sonnenkündern,de,"Löns, Hermann, 1866-1914",Dragonflies,QL,
48513,48587,Text,2015-03-26,"Die stählerne Mauer: Reise zur deutschen Front, 1915, Zweiter Teil",de,"Ganghofer, Ludwig, 1855-1920","World War, 1914-1918 -- Personal narratives",D501,
48527,48601,Text,2015-03-29,"Album für Freunde des Bergbaues,
enthaltend eine Folge von vierzehn bildlichen Darstellungen aus dem Berufsleben des Berg- und Hüttenmannes.",de,"Heuchler, Eduard, 1801-1879",Mines and mineral resources in art; Miners in art,N,
48544,48618,Text,2015-04-01,Der Klosterjaeger: Roman aus dem XIV. Jahrhundert,de,"Ganghofer, Ludwig, 1855-1920; Engl, Hugo, 1852-1926 [Illustrator]",German fiction,PT,
48565,48639,Text,2015-04-05,Gestalten der Wildnis,de,"Roberts, Charles G. D., Sir, 1860-1943; Behrmann, A. [Illustrator]; Hansen-Reistrup, K. [Illustrator]; Kirchbach, G. [Illustrator]; Olden, Balder, 1882-1949 [Translator]",Animals -- Fiction,PS,
48615,48689,Text,2015-04-12,Endres Tuchers Baumeisterbuch der Stadt Nürnberg,de,"Weech, Friedrich von, 1837-1905 [Annotator]; Tucher, Endres, 1423-1507; Lexer, Matthias, 1830-1892 [Editor]",Nuremberg (Germany) -- History -- Sources,DD,
48631,48705,Text,2015-04-14,"Wanderungen durch die interessantesten Gegenden des Sächsischen Obererzgebirges (Erstes Heft)
Ein Beitrag zur specielleren Kenntniß desselben, seines Volkslebens, seiner Gewerbsarten, Sitten und Gebräuche",de,"Lindner, Johann Traugott, 1777-1856",Erzgebirge (Czech Republic and Germany) -- Description and travel,DB; DD,
48641,48715,Text,2015-04-15,"Der Weltkrieg, I. Band
Die Vorgeschichte des Weltkrieges",de,"Helfferich, Karl, 1872-1924","World War, 1914-1918 -- Germany; World War, 1914-1918 -- Diplomatic history",D501,
48691,48765,Text,2015-04-22,Der Sinn und Wert des Lebens,de,"Eucken, Rudolf, 1846-1926",Values; Life,B,
48724,48798,Text,2015-04-26,Mein buntes Buch: Naturschilderungen,de,"Löns, Hermann, 1866-1914",Natural history -- Germany,QH,
48753,48827,Text,2015-04-30,Ratsmädelgeschichten,de,"Böhlau, Helene, 1859-1940","Short stories, German; German fiction",PT,
48779,48853,Text,2015-05-02,Wegweiser durch das sächsisch-böhmische Erzgebirge,de,"Berlet, Bruno, 1825-1892",Erzgebirge (Czech Republic and Germany) -- Description and travel,DB; DD,
48812,48886,Text,2015-05-05,"Rose, Linde und Silberner Stern: Erzählung für die Jugend",de,"Siebe, Josephine, 1870-1941; Kutzer, Ernst, 1880-1965 [Illustrator]",City and town life -- Juvenile fiction,PZ,
48814,48888,Text,2015-05-05,Der Nibelunge liet,de,"Simrock, Karl Joseph, 1802-1876 [Editor]","Epic poetry, German",PT,
48827,48901,Text,2015-05-10,"Die Reden Gotamo Buddhos. Mittlere Sammlung, zweiter Band",de,"Neumann, Karl Eugen, 1865-1915 [Translator]",Buddhism,BQ,
48828,48902,Text,2015-05-09,Sidsel Langröckchen,de,"Aanrud, Hans, 1863-1953; Bergh, Lisbeth, 1861-1927 [Illustrator]; Michaelis, Arthur [Illustrator]; Schmidt, Walther R.‏ [Translator]",Girls -- Juvenile fiction; Country life -- Juvenile fiction; Farm life -- Juvenile fiction; Norway -- Juvenile fiction,PZ,
48843,48917,Text,2015-05-10,"Florens Abentheuer in Afrika, und ihre Heimkehr nach Paris. Erster Band.",de,"Voss, Julius von, 1768-1832",Adventure stories; Voyages and travels -- Fiction,PT,
48844,48918,Text,2015-05-10,"Florens Abentheuer in Afrika, und ihre Heimkehr nach Paris. Zweiter Band.",de,"Voss, Julius von, 1768-1832",Adventure stories; Voyages and travels -- Fiction,PT,
48845,48919,Text,2015-05-10,"Goethe und Werther: Briefe Goethe's, meistens aus seiner Jugendzeit",de,"Goethe, Johann Wolfgang von, 1749-1832; Kestner, Johann Christian, 1741-1800 [Contributor]; Kestner, August, 1777-1853 [Editor]","Goethe, Johann Wolfgang von, 1749-1832 -- Correspondence; Authors, German -- 18th century -- Correspondence; Goethe, Johann Wolfgang von, 1749-1832. Werther; Kestner, Johann Christian, 1741-1800; Kestner, Charlotte Buff, 1753-1828",PT,
48847,48921,Text,2015-05-10,"Der Weltkrieg, II. Band
Vom Kriegsausbruch bis zum uneingeschränkten U-Bootkrieg",de,"Helfferich, Karl, 1872-1924","World War, 1914-1918 -- Germany; World War, 1914-1918 -- Diplomatic history",D501,
48891,48965,Text,2015-05-15,Fauna der Nassauischen Mollusken,de,"Kobelt, Wilhelm, 1840-1916",Mollusks -- Germany -- Hesse-Nassau,QL,
48950,49024,Text,2015-05-23,Goethes Briefe an Auguste zu Stolberg,de,"Goethe, Johann Wolfgang von, 1749-1832; Stolberg-Stolberg, Augusta Louise, Gräfin zu, 1753-1835; Hecker, Max, 1870-1948 [Editor]","Goethe, Johann Wolfgang von, 1749-1832 -- Correspondence; Authors, German -- 18th century -- Correspondence; Authors, German -- 19th century -- Correspondence; Stolberg-Stolberg, Augusta Louise, Gräfin zu, 1753-1835 -- Correspondence",PT,
48970,49044,Text,2015-05-24,"Die Reden Gotamo Buddhos. Mittlere Sammlung, dritter Band",de,"Neumann, Karl Eugen, 1865-1915 [Translator]",Buddhism,BQ,
48976,49050,Text,2015-05-26,Synnöve Solbakken: Erzählung,de,"Bjørnson, Bjørnstjerne, 1832-1910",Norway -- Fiction; Norwegian fiction -- Translations into German,PT,
48985,49059,Text,2015-05-27,Der Weibsteufel: Drama in fünf Akten,de,"Schönherr, Karl, 1867-1943",German drama -- 20th century,PT,
49009,49083,Text,2015-05-30,"Briefe an Ludwig Tieck (1/4)
Erster Band",de,"Tieck, Ludwig, 1773-1853; Holtei, Karl von, 1798-1880 [Editor]","Tieck, Ludwig, 1773-1853 -- Correspondence",PT,
49010,49084,Text,2015-05-30,Mitteilungen aus dem Germanischen Nationalmuseum. Jahrgang 1900,de,Germanisches Nationalmuseum Nürnberg,Germany -- Antiquities,DD,
49011,49085,Text,2015-05-30,Erziehung zur Mannhaftigkeit,de,"Gurlitt, Ludwig, 1855-1931",Teachers -- Germany; Education -- Germany,LA,
49014,49088,Text,2015-05-30,Zwischen Himmel und Erde,de,"Ludwig, Otto, 1813-1865; Miessner, Wilhelm, 1876-1915 [Author of introduction, etc.]; Scheurich, Paul, 1883-1945 [Illustrator]",German fiction -- 19th century,PT,
49058,49132,Text,2015-06-04,"Sieben Jahre in Süd-Afrika. Zweiter Band.
Erlebnisse, Forschungen und Jagden auf meinen Reisen von den Diamantenfeldern zum Zambesi (1872-1879)",de,"Holub, Emil, 1847-1902",South Africa -- Description and travel; Hunting -- South Africa,DT,
49060,49134,Text,2015-06-04,"Wanderungen durch die interessantesten Gegenden des Sächsischen Obererzgebirges (Zweites Heft)
Ein Beitrag zur speciellern Kenntniß desselben, seines Volkslebens, der Gewerbsarten, Sitten und Gebräuche",de,"Lindner, Johann Traugott, 1777-1856",Erzgebirge (Czech Republic and Germany) -- Description and travel,DB; DD,
49074,49148,Text,2015-06-06,"Wanderungen durch die interessantesten Gegenden des Sächsischen Obererzgebirges (Drittes Heft)
Ein Beitrag zur speciellern Kenntniß desselben, seines Volkslebens, der Gewerbsarten, Sitten und Gebräuche",de,"Lindner, Johann Traugott, 1777-1856",Erzgebirge (Czech Republic and Germany) -- Description and travel,DB; DD,
49084,49158,Text,2015-06-07,"Das Naturforscherschiff
oder Fahrt der jungen Hamburger mit der ""Hammonia"" nach den Besitzungen ihres Vaters in der Südsee.",de,"Wörishöffer, S. (Sophie), 1838-1890",Adventure stories; Voyages and travels -- Fiction; Natural history -- Oceania -- Fiction; Oceania -- Description and travel -- Fiction,PT,
49085,49159,Text,2015-06-07,Novellen,de,"Leskov, N. S. (Nikolai Semenovich), 1831-1895; Mierzinski, S. (Stanislaus) [Translator]",Russian fiction -- Translations into German,PG,
49087,49161,Text,2015-06-07,"Briefe an Ludwig Tieck (2/4)
Zweiter Band",de,"Tieck, Ludwig, 1773-1853; Holtei, Karl von, 1798-1880 [Editor]","Tieck, Ludwig, 1773-1853 -- Correspondence",PT,
49125,49199,Text,2015-06-12,Der schmale Weg zum Glück,de,"Ernst, Paul, 1866-1933",German fiction,PT,
49135,49209,Text,2015-06-14,"Briefe an Ludwig Tieck (3/4)
Dritter Band",de,"Tieck, Ludwig, 1773-1853; Holtei, Karl von, 1798-1880 [Editor]","Tieck, Ludwig, 1773-1853 -- Correspondence",PT,
49136,49210,Text,2015-06-14,"Briefe an Ludwig Tieck (4/4)
Vierter Band",de,"Tieck, Ludwig, 1773-1853; Holtei, Karl von, 1798-1880 [Editor]","Tieck, Ludwig, 1773-1853 -- Correspondence",PT,
49144,49218,Text,2015-06-15,Von der Hexe die eine Heilige war,de,"Günther, Agnes, 1863-1911; Günther, Rudolf [Commentator]",German drama,PT,
49174,49248,Text,2015-06-21,Balboa: Ein Trauerspiel in fünf Aufzügen,de,"Collin, Heinrich Joseph von, 1772-1811",Austrian drama -- 19th century,PT,
49176,49250,Text,2015-06-21,Der Ring,de,"Wittenweiler, Heinrich, active 15th century; Keller, Adelbert von, 1812-1883 [Commentator]; Bechstein, Ludwig, 1801-1860 [Editor]","German poetry -- Middle High German, 1050-1500; Verse satire, German",PT,
49194,49268,Text,2015-06-24,Die Mädchen des Pensionats: Humoreske,de,"Eckstein, Ernst, 1845-1900; Sundblad, Gustav, 1835-1891 [Illustrator]",German wit and humor; German fiction -- 19th century,PT,
49237,49311,Text,2015-06-28,Deutsch-Ostafrika: Geographie und Geschichte der Colonie,de,"Förster, Brix, 1836-",German East Africa -- Description and travel,DT,
49307,49381,Text,2015-07-07,"Humoresken (Zweites Bändchen)
Wider den Strom. - Die Feuerspritze. - Eine Abendwanderung. - Der alte Schreiber.",de,"Eckstein, Ernst, 1845-1900","German wit and humor; Short stories, German; German fiction -- 19th century",PT,
49316,49390,Text,2015-07-07,Der Tod des Cosimo,de,"Ernst, Paul, 1866-1933","Short stories, German; German fiction",PT,
49321,49395,Text,2015-07-08,Oesterreich im Jahre 2020: Socialpolitischer Roman,de,"Neupauer, Josef von, 1810?-1902",Austria -- Politics and government -- Fiction; Austria -- Social life and customs -- Fiction,PT,
49350,49424,Text,2015-07-12,Die Schatzinsel: Roman,de,"Stevenson, Robert Louis, 1850-1894; Hoerschelmann, Rolf von, 1885-1947 [Illustrator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,PR; PZ,
49354,49428,Text,2015-07-12,Die Träger des deutschen Idealismus,de,"Eucken, Rudolf, 1846-1926","Idealism; Philosophy, German -- History",B,
49390,49464,Text,2015-07-17,"Lichtbild- und Kino-Technik
Lichtbühnen-Bibliothek Nr. 1",de,"Liesegang, Franz Paul, 1873-1949",Cinematography,TR,
49412,49486,Text,2015-07-19,Die große Gauklerin: Ein Roman aus Venedig,de,"Brachvogel, Carry, 1864-1942",German fiction -- 20th century,PT,
49427,49501,Text,2015-07-21,"Anzeiger für Kunde der deutschen Vorzeit (Jg. 26, 1879)
Neue Folge",de,Various,Germany -- History -- Periodicals; Germany -- Antiquities -- Periodicals,DD,
49469,49543,Text,2015-07-29,Kant's gesammelte Schriften. Band V. Kritik der praktischen Vernunft.,de,"Kant, Immanuel, 1724-1804",Ethics; Practical reason,B,
49502,49576,Text,2015-08-02,Sämmtliche Werke 4: Mirgorod,de,"Gogol, Nikolai Vasilevich, 1809-1852; Buek, Otto, 1873-1966 [Editor]; Bugow, S. [Translator]; Chmelnitzky, Eugenie [Translator]; König, Charlotte [Translator]",Ukraine -- Social life and customs -- Fiction,PG,
49508,49582,Text,2015-08-03,Das Gemeinsame,de,"Arcos, René, 1880-1959; Masereel, Frans, 1889-1972 [Illustrator]; Zweig, Friderike Maria Burger Winternitz, 1882-1971 [Translator]","French fiction -- Translations into German; Short stories, French -- Translations into German",PQ,
49518,49592,Text,2015-08-04,Die Hallig: Die Schiffbrüchigen auf dem Eiland in der Nordsee,de,"Biernatzki, Johann Christoph, 1795-1840; Düntzer, Heinrich, 1813-1901 [Commentator]",Schleswig-Holstein (Germany) -- Fiction,PT,
49519,49593,Text,2015-08-04,Briefe von Goethe an Lavater aus den Jahren 1774 bis 1783,de,"Goethe, Johann Wolfgang von, 1749-1832; Hirzel, Heinrich, 1766-1833 [Editor]","Goethe, Johann Wolfgang von, 1749-1832 -- Correspondence; Authors, German -- 18th century -- Correspondence; Lavater, Johann Caspar, 1741-1801 -- Correspondence",PT,
49529,49603,Text,2015-08-04,Moderne Geister: Literarische Bildnisse aus dem neunzehnten Jahrhundert,de,"Brandes, Georg, 1842-1927","Literature, Modern -- 19th century -- History and criticism",PN,
49582,49656,Text,2015-08-08,"Der Weltkrieg, Deutsche Träume: Roman",de,"Niemann, August, 1839-1919",Science fiction; War stories; Imaginary wars and battles -- Fiction,PT,
49648,49722,Text,2015-08-17,Briefe aus Aulestad an seine Tochter Bergliot Ibsen,de,"Bjørnson, Bjørnstjerne, 1832-1910; Ibsen, Bergliot, 1869-1953 [Editor]","Bjørnson, Bjørnstjerne, 1832-1910 -- Correspondence; Authors, Norwegian -- 19th century -- Correspondence",PT,
49664,49738,Text,2015-08-19,Neue Kindergeschichten aus Oberheudorf: Fünfzehn heitere Erzählungen,de,"Siebe, Josephine, 1870-1941","Children's stories, German; Germany -- Juvenile fiction; Villages -- Juvenile fiction",PZ,
49700,49774,Text,2015-08-24,"Grundriß der menschlichen Erblichkeitslehre und Rassenhygiene (1/2)
Menschliche Erblichkeitslehre",de,"Baur, Erwin, 1875-1933; Fischer, Eugen, 1874-1967; Lenz, Fritz, 1887-1976",Human genetics; Ethnology; Eugenics,QH,
49701,49775,Text,2015-08-24,"Grundriß der menschlichen Erblichkeitslehre und Rassenhygiene (2/2)
Menschliche Auslese und Rassenhygiene",de,"Lenz, Fritz, 1887-1976",Human genetics; Ethnology; Eugenics,QH,
49750,49824,Text,2015-08-30,Kindheit: Autobiographische Novelle,de,"Tolstoy, Leo, graf, 1828-1910; Hess, Adolf [Translator]","Autobiographical fiction; Russia -- Social life and customs -- 1533-1917 -- Fiction; Tolstoy, Leo, graf, 1828-1910 -- Childhood and youth -- Fiction; Russia -- History -- 1801-1917 -- Fiction",PG,
49797,49871,Text,2015-09-03,"Der Postsekretär im Himmel, und andere Geschichten",de,"Thoma, Ludwig, 1867-1921","Short stories, German; German fiction -- 20th century",PT,
49822,49896,Text,2015-09-06,"Die Sandwich-Inseln, oder das Inselreich von Hawaii.",de,"Anrep-Elmpt, Reinhold, 1834-1888",Hawaii -- Description and travel,DU,
49834,49908,Text,2015-09-08,Unterm Rad,de,"Hesse, Hermann, 1877-1962",Germany -- Fiction; Education -- Germany -- Fiction,PT,
49854,49928,Text,2015-09-10,Der kleine Ritter (Herr Wolodyjowski): Historischer Roman,de,"Sienkiewicz, Henryk, 1846-1916","Historical fiction; Poland -- History -- Michael Wisniowiecki, 1669-1673 -- Fiction; Poland -- History -- 17th century -- Fiction; Michal Korybut Wisniowiecki, King of Poland, 1640-1673 -- Fiction",PG,
49860,49934,Text,2015-09-10,"Perlen der heiligen Vorzeit
Johann Ladislav Pyrker's sämmtliche Werke (3/3)",de,"Pyrker, János László, 1772-1847",Poetry,PT,
49864,49938,Text,2015-09-11,"Sämmtliche Werke 1-2: Mein Leben / Spaziergang nach Syrakus im Jahre 1802
Vierte rechtmäßige Gesammtausgabe in acht Bänden",de,"Seume, Johann Gottfried, 1763-1810; Clodius, C. A. H. (Christian August Heinrich), 1772-1836 [Editor]; Schnorr von Carolsfeld, Johann Veit Friedrich, 1764-1841 [Editor]","Italy -- Description and travel; Seume, Johann Gottfried, 1763-1810; Seume, Johann Gottfried, 1763-1810 -- Travel -- Italy",PT,
49866,49940,Text,2015-09-11,Der Satansgedanke,de,"Bartsch, Rudolf Hans, 1873-1952",Austrian fiction,PT,
49872,49946,Text,2015-09-12,"Heil dir im Siegerkranz!: Erzählung
(Zweite Auflage)",de,"Schubin, Ossip, 1854-1934",German fiction -- 19th century,PT,
49897,49971,Text,2015-09-15,Sämtliche Werke 9: Novellen aus Österreich III,de,"Saar, Ferdinand von, 1833-1906; Minor, Jacob, 1855-1912 [Editor]",Austrian fiction,PT,
49918,49992,Text,2015-09-17,Die Ströme des Namenlos,de,"Waiblinger, Emma, 1897-1923",German fiction -- 20th century,PT,
49921,49995,Text,2015-09-17,»1906«. Der Zusammenbruch der alten Welt,de,"Grautoff, Ferdinand Heinrich, 1871-1935",Imaginary wars and battles,PT; U,
49924,49998,Text,2015-09-17,"Der Eroberer
Eine poetische Phantasie in fünf Kaprizzen. Aus alten Urkunden mit neuen Anmerkungen",de,"Weidmann, Paul, 1744-1801",Parodies; Austrian literature,PT,
49929,50003,Text,2015-09-18,Schutz- und Trutzbündnisse in der Natur,de,"Bölsche, Wilhelm, 1861-1939",Animal behavior; Plant ecology,QH,
50007,50081,Text,2015-09-30,"Natur und Mensch
Sechs Abschnitte aus Werken von Ernst Haeckel",de,"Haeckel, Ernst, 1834-1919; Neumann, Carl W. (Carl Wilhelm), 1871-1939 [Editor]",Natural history; Human beings -- Origin; Heredity; Morphology (Animals); Corals; Bursa (Turkey) -- Description and travel,QH,
50027,50101,Text,2015-09-30,Über die Probenächte der teutschen Bauermädchen,de,"Fischer, Friedrich Christoph Jonathan, 1750-1797",Women -- Germany -- Early works to 1800; Germany -- Social life and customs -- Early works to 1800,HQ,
50046,50120,Text,2015-10-03,Die Sebalduskirche in Nürnberg,de,"Hoffmann, Friedrich Wilhelm; Graf, Alfred, 1883-1960 [Contributor]; Hampe, Theodor, 1866-1933 [Contributor]; Hauberrisser, Georg Joseph, Ritter von, 1841-1922 [Contributor]; Mummenhoff, Ernst, 1848-1931 [Contributor]; Schmitz, Joseph [Contributor]","Sebalduskirche (Nuremberg, Germany)",,
50053,50127,Text,2015-10-04,Die Schwägerinnen. Erster Theil.,de,"Hanke, Henriette Wilhelmine Arndt, 1784-1862",German fiction -- 19th century,PT,
50054,50128,Text,2015-10-04,Die Schwägerinnen. Zweiter Theil.,de,"Hanke, Henriette Wilhelmine Arndt, 1784-1862",German fiction -- 19th century,PT,
50062,50136,Text,2015-10-05,"Die Oberheudorfer in der Stadt
Allerlei heitere Geschichten von den Oberheudorfer Buben und Mädeln",de,"Siebe, Josephine, 1870-1941","Children's stories, German; City and town life -- Juvenile fiction; Germany -- Juvenile fiction",PZ,
50108,50182,Text,2015-10-11,"Setma, das türkische Mädchen: Eine Erzählung für Christenkinder",de,"Barth, Christian Gottlob, 1799-1862",Christian life -- Juvenile literature; Conversion -- Christianity -- Juvenile literature,BV,
50113,50187,Text,2015-10-12,"Aus zwei Welttheilen. Erster Band.
Gesammelte Erzählungen",de,"Gerstäcker, Friedrich, 1816-1872",German fiction -- 19th century,PT,
50123,50197,Text,2015-10-13,Aus halbvergessenem Lande. Culturbilder aus Dalmatien,de,"Schiff, Theodor",Dalmatia (Croatia) -- Description and travel,DB,
50142,50216,Text,2015-10-14,Der Dreispitz,de,"Alarcón, Pedro Antonio de, 1833-1891; Meister, Hulda, 1846-1918 [Translator]",Husband and wife -- Fiction; Andalusia (Spain) -- Fiction; Spanish fiction -- Translations into German,PQ,
50147,50221,Text,2015-10-15,Die moderne Wohnung und ihre Ausstattung,de,"Lux, Joseph Aug. (Joseph August), 1871-1947",Interior decoration; Furniture,NK,
50160,50234,Text,2015-10-16,Schillers Flucht von Stuttgart und Aufenthalt in Mannheim von 1782-1785,de,"Streicher, Andreas, 1761-1833; Wychgram, Jakob, 1858-1927 [Commentator]","Schiller, Friedrich, 1759-1805",PT,
50170,50244,Text,2015-10-17,Die Uhren: Ein Abriß der Geschichte der Zeitmessung,de,"Kindler, Fintan, 1863-1942",Clocks and watches -- History; Horology -- History,TS,
50174,50248,Text,2015-10-18,Das Geschlechtsleben in der Deutschen Vergangenheit,de,"Bauer, Max, 1861-1932",Germany -- Social life and customs,DD,
50178,50252,Text,2015-10-19,Eine Gemsjagd in Tyrol,de,"Gerstäcker, Friedrich, 1816-1872; Illner, Richard [Illustrator]; Trost, Carl, 1811-1884 [Illustrator]",Chamois; Hunting -- Austria -- Tyrol,PT,
50203,50277,Text,2015-10-22,Kleinstadtkinder: Buben und Mädelgeschichten,de,"Siebe, Josephine, 1870-1941; Upjohn, Anna Milo, 1868-1951 [Illustrator]",City and town life -- Juvenile fiction; Children -- Juvenile fiction,PZ,
